test;failure_id;config;exception;message;stacktrace
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testRenameDirectoryToNonExistentParent;id_000000;[fs.viewfs.mounttable.default.name.key=default];java.io.IOException;ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key;[org.apache.hadoop.fs.viewfs.InodeTree.<init>(InodeTree.java:587), org.apache.hadoop.fs.viewfs.ViewFs$1.<init>(ViewFs.java:239), org.apache.hadoop.fs.viewfs.ViewFs.<init>(ViewFs.java:238), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)]
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testWriteReadAndDeleteOneAndAHalfBlocks;id_000000;[fs.viewfs.mounttable.default.name.key=default];java.io.IOException;ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key;[org.apache.hadoop.fs.viewfs.InodeTree.<init>(InodeTree.java:587), org.apache.hadoop.fs.viewfs.ViewFs$1.<init>(ViewFs.java:239), org.apache.hadoop.fs.viewfs.ViewFs.<init>(ViewFs.java:238), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)]
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testRenameDirectoryAsNonEmptyDirectory;id_000000;[fs.viewfs.mounttable.default.name.key=default];java.io.IOException;ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key;[org.apache.hadoop.fs.viewfs.InodeTree.<init>(InodeTree.java:587), org.apache.hadoop.fs.viewfs.ViewFs$1.<init>(ViewFs.java:239), org.apache.hadoop.fs.viewfs.ViewFs.<init>(ViewFs.java:238), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)]
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testCreateFlagOverwriteNonExistingFile;id_000000;[fs.viewfs.mounttable.default.name.key=default];java.io.IOException;ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key;[org.apache.hadoop.fs.viewfs.InodeTree.<init>(InodeTree.java:587), org.apache.hadoop.fs.viewfs.ViewFs$1.<init>(ViewFs.java:239), org.apache.hadoop.fs.viewfs.ViewFs.<init>(ViewFs.java:238), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)]
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testBuilderCreateNonExistingFile;id_000000;[fs.viewfs.mounttable.default.name.key=default];java.io.IOException;ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key;[org.apache.hadoop.fs.viewfs.InodeTree.<init>(InodeTree.java:587), org.apache.hadoop.fs.viewfs.ViewFs$1.<init>(ViewFs.java:239), org.apache.hadoop.fs.viewfs.ViewFs.<init>(ViewFs.java:238), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)]
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testListFiles;id_000000;[fs.viewfs.mounttable.default.name.key=default];java.io.IOException;ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key;[org.apache.hadoop.fs.viewfs.InodeTree.<init>(InodeTree.java:587), org.apache.hadoop.fs.viewfs.ViewFs$1.<init>(ViewFs.java:239), org.apache.hadoop.fs.viewfs.ViewFs.<init>(ViewFs.java:238), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)]
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testRenameFileAsExistingFile;id_000000;[fs.viewfs.mounttable.default.name.key=default];java.io.IOException;ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key;[org.apache.hadoop.fs.viewfs.InodeTree.<init>(InodeTree.java:587), org.apache.hadoop.fs.viewfs.ViewFs$1.<init>(ViewFs.java:239), org.apache.hadoop.fs.viewfs.ViewFs.<init>(ViewFs.java:238), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)]
org.apache.hadoop.fs.viewfs.TestFcCreateMkdirLocalFs#testMkdirsRecursiveWithExistingDir;id_000000;[fs.viewfs.mounttable.default.name.key=default];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.RuntimeException(java.io.IOException: ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.viewfs.TestFcCreateMkdirLocalFs#testWithRename;id_000000;[fs.viewfs.mounttable.default.name.key=default];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.RuntimeException(java.io.IOException: ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.shell.TestPathData#testUnqualifiedUriContents;id_000000;[io.file.buffer.size=2108191412];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:433)]
org.apache.hadoop.fs.shell.TestPathData#testUnqualifiedUriContents;id_000001;[file.bytes-per-checksum=1861399407];java.lang.NegativeArraySizeException;-427274521;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.fs.shell.TestPathData#testUnqualifiedUriContents;id_000002;[file.bytes-per-checksum=1558039215];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:437)]
org.apache.hadoop.fs.shell.TestPathData#testUnqualifiedUriContents;id_000003;[file.bytes-per-checksum=1066026181];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.fs.shell.TestPathData#testUnqualifiedUriContents;id_000004;[fs.file.impl.disable.cache=true];org.apache.hadoop.fs.PathNotFoundException;`d1': No such file or directory;[org.apache.hadoop.fs.shell.PathData.checkIfExists(PathData.java:218), org.apache.hadoop.fs.shell.PathData.getDirectoryContents(PathData.java:270), org.apache.hadoop.fs.shell.TestPathData.testUnqualifiedUriContents(TestPathData.java:91), org.apache.hadoop.fs.shell.TestPathData.testUnqualifiedUriContents$$CONFUZZ(TestPathData.java), jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)]
org.apache.hadoop.fs.shell.TestPathData#testUnqualifiedUriContents;id_000005;[file.bytes-per-checksum=0];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.IllegalStateException(bytes per checksum should be positive but was 0),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.shell.TestPathData#testUnqualifiedUriContents;id_000007;[io.file.buffer.size=0];java.lang.IllegalArgumentException;Buffer size <= 0;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:73), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:433)]
org.apache.hadoop.fs.shell.TestPathData#testAbsoluteGlob;id_000000;[file.bytes-per-checksum=950605393];java.lang.NegativeArraySizeException;-34486055;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.fs.shell.TestPathData#testAbsoluteGlob;id_000001;[file.bytes-per-checksum=1537807953];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:437)]
org.apache.hadoop.fs.shell.TestPathData#testAbsoluteGlob;id_000002;[file.bytes-per-checksum=2142234693];java.lang.OutOfMemoryError;Java heap space;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.fs.shell.TestPathData#testAbsoluteGlob;id_000003;[file.bytes-per-checksum=0];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.IllegalStateException(bytes per checksum should be positive but was 0),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.shell.TestPathData#testAbsoluteGlob;id_000004;[fs.creation.parallel.count=0];java.lang.IllegalArgumentException;Buffer size <= 0;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:73), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:433)]
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testGlobStatusWithMultipleMatchesOfSingleChar;id_000000;[fs.viewfs.mounttable.default.name.key=default];java.io.IOException;ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key;[org.apache.hadoop.fs.viewfs.InodeTree.<init>(InodeTree.java:587), org.apache.hadoop.fs.viewfs.ViewFs$1.<init>(ViewFs.java:239), org.apache.hadoop.fs.viewfs.ViewFs.<init>(ViewFs.java:238), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)]
org.apache.hadoop.fs.viewfs.TestFcMainOperationsLocalFs#testSetVerifyChecksum;id_000000;[fs.viewfs.mounttable.default.name.key=default];java.io.IOException;ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key;[org.apache.hadoop.fs.viewfs.InodeTree.<init>(InodeTree.java:587), org.apache.hadoop.fs.viewfs.ViewFs$1.<init>(ViewFs.java:239), org.apache.hadoop.fs.viewfs.ViewFs.<init>(ViewFs.java:238), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method), jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)]
org.apache.hadoop.fs.viewfs.TestFcCreateMkdirLocalFs#testMkdirRecursiveWithExistingFile;id_000000;[fs.viewfs.mounttable.default.name.key=default];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.RuntimeException(java.io.IOException: ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.viewfs.TestFcCreateMkdirLocalFs#testMkdirNonRecursiveWithNonExistingDir;id_000000;[fs.viewfs.mounttable.default.name.key=default];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.RuntimeException(java.io.IOException: ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.viewfs.TestFcCreateMkdirLocalFs#testCreateNonRecursiveWithNonExistingDir;id_000000;[fs.viewfs.mounttable.default.name.key=default];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.RuntimeException(java.io.IOException: ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.viewfs.TestFcCreateMkdirLocalFs#testCreateRecursiveWithExistingDir;id_000000;[fs.viewfs.mounttable.default.name.key=default];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.RuntimeException(java.io.IOException: ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.viewfs.TestFcCreateMkdirLocalFs#testMkdirRecursiveWithExistingDir;id_000000;[fs.viewfs.mounttable.default.name.key=default];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.RuntimeException(java.io.IOException: ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.viewfs.TestFcCreateMkdirLocalFs#testMkdirNonRecursiveWithExistingDir;id_000000;[fs.viewfs.mounttable.default.name.key=default];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.RuntimeException(java.io.IOException: ViewFs: Cannot initialize: Invalid entry in Mount table in config: name.key),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.security.TestGroupFallback#testGroupShell;id_000000;[hadoop.security.groups.cache.secs=0];java.lang.IllegalArgumentException;duration must be positive: 0 MILLISECONDS;[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:387), org.apache.hadoop.thirdparty.com.google.common.cache.CacheBuilder.refreshAfterWrite(CacheBuilder.java:844), org.apache.hadoop.security.Groups.<init>(Groups.java:137), org.apache.hadoop.security.Groups.<init>(Groups.java:102), org.apache.hadoop.security.TestGroupFallback.testGroupShell(TestGroupFallback.java:43)]
